video_id,comments
dFrfBEJfkjc,"['All they had to do was tell them to say there answers at the same time, when they asked Abt names of ppl and pets', 'This is so badly edited and the whole concept is so good but the production value so bad this should be done only by beta squad because they are the best when it comes to this genre', 'Do andrew tate 20 Vs 1', 'Eyo JJ need to chill 😂', '33:44 well played Josh 😄👏👏👏', 'wonderful', '30:15', 'I just realised I think that was evan in the video', 'Mffff with the yellow teeth is scary afff', '(-B']"
KF8I09WBtEI,"['This has to be the very best Tinder video to date', '@24:38 Biggie duets 😂', 'sidemen need to bring them boys back. HP Chunkz and Filly together are undefeated bruv', 'This vid barley feels old, yet simon looks so young', 'Chuckz is elite man', 'HARRY HAS NO FILTER 😂👀like bro jus don care', 'once a year i rewatch this video, honestly the best video on youtube', 'They bullied the 2nd really nice girl esp Harry. I love me this bunch but they can so arrogant at times in the name of jokes, they violated gyaldem', 'Nobody:\n\nKSI:  I’m KSI', '2 years ago today!!!!']"
24iIoiVD4Ak,"['JJ predicted inflation on the groceries lmao', 'The assistant is peng', 'Is that vikks girlfriend', 'Vik screwed Simon on the Supreme money gun', 'JJ is ok on the groceries one, I said 50', '19:50 Harry Astagfiruallah 😂😂😂😂', 'When vik says the first product I thought he was talking about her😂', ""it bothers me that they don't know that it's supposed to be closest guess without going over"", 'Jb ini', 'vikk was peppered i just know it']"
OchWt4TBhLw,"['I love jj’s laugh', 'Simons mind reader joke got me', ""20:20 harry's face killed me"", 'What castle is this and where is it located', 'they should do hide and seek at alton towers bro', 'Best videos i Hope u Make such of videos also in 10 years', 'They couldn’t find Harry but they sure found Haribos', 'I started  dying from laughter at 18:36 bc of what Simon said 😂😂', 'ksi running away laughing has me in a chokehold hahaha', 'Not today spirits']"
q1aelPRtZVE,"['What is that song 7:32', 'JJ laughing after every sentence 😂', 'My fav is harry bcs in every challenge he always perform with full dedication. 🤡', '32:27 18:33 37:31', 'Zerkaa on 37:55 “I needed over 3,000”me: Tobi didn’t even get that”', 'I still to this day hav no idea what callux said to Harry when they were adding that powder the the thing', 'That sreet panna collab was cool', '33:07 Eathan doing skibidi dop😂', 'weird thing to say say, but watching vik eat that pizza was weirdly cute haha', ""It's a liquid. They lost.""]"
mevxWTQwEa8,"['What a waste jj', '*Sidemen:* Spend $100,00 in 5 minutes\n*The Video:* 1Hour and 22 Minutes long', 'Guessing Vik likes Tequila 😂', 'parttttttt 2222222222222', 'This was a huge Ethan L', 'Why doesn’t Simon have his drivers license!? So weird lol', 'i still feel bad for ethan because jj just destroyed everything and ethan actually tried to make it up for going bust but jj didnt care', 'I love Toby', '54:51 Ethan Wheeze got me 😂😂😂', ""Wow! Not only is Josh not funny, but he lays it so thick, it's uncomfortable and gross! He is trying to milk the joke for all it's worth. It was painful.""]"
kBiYsRwnsBQ,"['35:35 is literally american history x', 'KSI was such a CXNT to vik back in the day. It’s so sad', '14:16', ""41:35\nThat's a very real and very hard thing to say. Good on jj for speaking it"", 'just realized how pressed vikk was in the split/steal vid', ""Ethan- bro i just fist bumped a squirrel, I'm so happy.\nJj- I'm so jealous.\nI love how little thing's make them happy 🤣"", 'Jesus loves u, live  for him!!!!!', '@11:57 is when vik turned and became the villain', 'ksi threw a card into an apple then turned into harry', '27:04']"
Bm2We_p5Mzo,"['1:46', 'Isn’t the shirt Ethan is wearing the one Harry bought for VIK', 'Arsenal coming back this year is a cool story even though I support Liverpool 🥲', 'Funny how football changes so much.. now arsenal is on top lol', ""46:45 can't JJ do it now, that he is in shape too?"", 'me as a Arsenal fan watching in 2023 be like ☺', 'Wow Harry predicted years ago that guy was dodgy from Logans Pokémon video.\nCryptoking', '31:54 “they’ve gone with 4” 😭🤣😂 Vikk embodied “CBA” right here', 'I love the arsenal joke right now being first lol', 'if i was jj id but them a ps5 and keep mine']"
gHhl1yzCDdI,"['28:55 possibly the worst cut in sidemen camera history', 'I’d love to have Tobi as a friend', ""I'm watching this 2 years later and they have infact followed through with the sidemen vs only fans Olympics 🙌"", ""JJ being ungrateful is actually making me mad. I don't think it's a joke."", 'Josh shouting ‘Kevin’ is so underrated', '27:44', 'viks way of holding a fork is so jarring', 'When was ksi flashed the sidemen?', '56:43', 'JJ called the charity match, they’re on their way to 100m']"
oj6C9MJ89ho,"['My last words would be Allahu Akbar', 'Harry😌😭', ""Tbh who wouldn't regret rejecting harry"", 'Everyone staring the girl me just casually looking at her massive calves', ""I started watching Sidemen week ago and ngl I just love their videos and can't stop watching them🥳🔥💖"", 'The swedish girl was dead', 'Leave it to the swedish girl to ruin it', '“A female, WITH A NOSE”', '36:49 SSSSSIIIIMMMMMPPPPP', '34:07 Top G']"
m5Z4D2kzwao,"['4:50 why it sounds like somebody getting their cheeks clapped 😭😭', 'Tobi and Josh was so good, well done to themm', 'Love beta squad and sidemen together 😂', 'two favs 😌', 'Jn', 'cant be just me whos being trying to do jjs hand thing for like 20 minutes lmao', 'KSI calling Niko Neeko kills me', 'Niko😂', 'Simon: ""the gym, they wouldn\'t expect me in here"" 😂😯', 'neeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeko']"
Fnp2em6txUY,"['Pronto is italian isnt it?', '30:30 when harry made and eye contact to vote simon', '21:46 enraged benzene', 'When JJ said “Black man’s wheels” had me dead 😂', ""There r so many times they banked and it didn't count for it"", 'Thinking differently huge L', 'Can we get a 3rd edition!!!❤', ""nah I lost it when Josh didn't get Ali. I'm done."", 'Australia is bigger than greenland but inthink vik got this from google and there they think australia is a continent not a island', '16:48 the hair things just give a goosebumps wtf😅']"
aKE6JSnQc7s,"['Freezy just tea bag everyone😭😭🤣🤣🤣🤣🤣🤣', '42:25 Harry😂', 'That ending was colddd', ""love how tobi looks like he's on a real escape mission."", 'best episode ever XD', 'I think josh had a bit too much fun being imposter 😂', 'suiiiiiiiiiiiiiiiiiiiii 2 years later suiiiiiiiiiiiiiiii', 'freezy is such a bad imp', 'Huge credit to Tobi. He was so close on the first round but managed the win in the end', 'Calfreezy \nPros: Got people out quietly 😊\nCons: Teabagging too much😮🙁']"
LgIop9jKNv8,"['In 2023 miniminter will get a dog called Mushu', '25:49 background damnnn', 'That is the most vikkstar sentence that any vikkstar has ever said. “I can do it in a video game, I can’t do it in real life.”', 'Who’s rewatching these in 2023?', 'We need more squash! Entire sidemen playing a squash tournament.', 'THey did well but their erg form was shocking', 'Bring this back 🥳', ""What's the obsession with Mac and cheese???? It's vile and we are English not American don't have to follow that messed up country"", 'go to the 46 minute of this video and look on the bottom right side fo the vid. ;)', 'Harry is a monster in this video.']"
nvvNnkEAG5w,"['Who is here after seeing the thumbnail pic on Google play store while installing YouTube?', ""my man ksi had to put a cockroach inside his mouth but can't eat a sausage roll"", ""How is Toby even giving an answer when he don't try them 😑"", 'Middle guy in the green team is way too obnoxious.', 'not harry throwing food on their plates lmaooooo harry can never be a waitress', 'another one of these would be fire', 'I hope to be like them with my friends some day', 'ok', '🐐', ""JJ's laugh gets me every time 😂""]"
oois7rlbO8g,"['If I were him I wouldn’t listen to the  rest of the sidemen and do my own thong', '9:36 respect Ethan', '3:30 what her ig?', 'Let me do this am 11', 'Youtube Data Analytics’all gotta make one with speed that would be hilarious 😂', 'Why does the 3rd girl, and his wife atm look the same 😳', 'Black and Indian looks is not his taste 😂', 'That Cynthia girl told her name was Annabelle in the yes/no session 🙄', 'f da women i need myself sum ethan🤤🤤', 'bro has zero game lmao']"
KJnMF96K5pI,"['Brkakoum ml39lya hedi 🤬😡', 'JJ’s pose at 30:28 is so good 😂😂', 'Not gonna lie, Simon is so good at being a goofy psychopath.', '2 years ago already damn', '37:49 the realisation on Ethan’s face that he is gonna die is amazing! Just mere seconds ago he was talking about how he had done it and escaped but then Vikk comes and killed him just like that! Amazing! And the fact that when Ethan sees Vikk, he doesn’t run or try to hide because he knows it’s over for him! So goooooddd!', 'VIKK getting dramatic when they followed him 🤣🤣🤣🤣🤣', 'They should totally do one of these with beta squad', '33:16 34:14 😢\n35:15 36:52 37:19', 'omg simon at 8:18 😭', 'Vikk was giving straight psycho vibes']"
MMOSu0AGbqM,"['29:11', '22:07 The correct and is D April 24, 2005😕', 'Harry’s push-ups were way better than Ethan’s', ""JJ's determination was amazing"", ""the way tobi's hosting these things cause he would outsmart all of them if he actually participated :')"", 'Omg kill bill by SZA 😂', '0:05 why poor JJ', 'yellow teams name is my favorite sza song', '44:36 *Communist leader*\n\nVik: “Mussolini?”', 'not even Vik can save Jj 🤣🤣']"
y9Fne3oUwX4,"['U can just eat ""Pepperoni for P"", instead of the whole pizza...', '44:36 That Seaweed', 'Josh and Ethan arguing about the marshmallows kill me.😭😭', '44:42 the guy on the bike😂😂', 'My alphabet as a fussy eater 😭😂  \n\n\n A-Apple\nB-Banana\nC-Cheese Straws\nD-Donut\nE-Eclairs\nF-Freddo\nG-Grapes\nH-Haribos\nI-Ice-Cream\nJ-Jelly Beans\nK-KitKat\nL-Lemons\nM-Maoam\nN-Noodles\nO-Oatcakes\nP-Prime or porridge\nQ-Quench chewing gum\nR-Rainbow belts/Ready Salted crisps.\nS-Strawberry laces/Skittles/Space Raiders.\nT-Tic Tac Toes/Tangfastic Haribo.\nU-Unicorn Ice-Pop\nV-Valentine chocolate?😂\nW-Water\nX-Xanthan chewing gum\nY-Yo-yo chewing gum.\nZ-Zero bar\n\n-This is by North Yorkshire of UK btw so some stuff might not be in other places around UK.', '""Donuts""', 'Indians......... W kwality walls 30:29', 'Harry-""what did he drop?""\nSimon-""his mom"" 🤣😂', '15:00 literally can’t stop laughing', 'The birds😹😹😹😹😹😹😹😹']"
DE2xhP2u1co,"[""This always made me feel like it was real money they won but it's obviously not lol"", 'golden balls 🤣', 'did they choose steal and split without seeing them or they knew which one was which?', 'I feel like that could’ve really been the end of a friendship if they were on the real show and everything cos that’s tapped', 'Nice guys always loose and get nothing', 'came here after sidemen reacts \U0001fae1', '17:47 Tobi and Vik looked so sus', 'Vik is just a poor sport', 'Please do more of these', '💀']"
YOy7g9qEVZk,"['I still find it funny that JJ thinks he can beat Mike Tyson. Even at what 56 the dude is a monster', 'Noice', 'Would love too see more of these casual chats', 'Anyone watching in 2023', '14:55 look at tobi xd', 'JJ holding the glass of wine wrong really pisses me off', 'I found this video through Youtube Shorts.\nMan it is a banger 💯', 'I love that this is basically a podcast', ""Felt like I'm part of the group!!!! ❤️"", 'loved the video😂😂👍🏼']"
EiSHM7xjRAA,"['😂😂😂😂😂 haha', 'What is the music for the start of this ?', ""Lol at the bottom-left of the screen where their faces are shown, nobody's showing any emotion while Bog's just grinning from ear to ear"", 'gotta hand it to JJ, he looks very well accustomed to the location. :)', 'I’m bet jj can be the best prison warden', 'Ksi was thinking of that bacteria pun the whole day before they started this', 'Ft the chubby neek', 'stop the vid at 0:29 🤣', 'Petition for sidemen to remake this video but the seeker has to dress up as the subway surfers guard', 'Its the same prison STORROR used']"
w_SWVBwcpdE,"['RIP Vik that got tackled 24/7', ""8:42 - the best line 'I'm a fine-apple'"", 'Pineapple pen 😂😂', ""Till this day they haven't got 20 million subs"", 'This is the video that I saw that made me subscribe', 'This doesn’t get enough correct it is so good it should have been on the sdmn awards as condentor for the best video although this video isn’t filmed in 2022', 'They still don’t have 20 mil followers😂😂', '9:40 where vik holds on then falls', '8:31 jj got squish', '4:20 The way Vikk and Tobi rolled themselves to the finish line 😂😂']"
O5HvD9MRwBo,"['Even ethan was tipsy 😂 47:54', 'I love how Ethan and JJ just suddenly switched headwear out of nowhere.', 'video full of chaos', 'The bodyguard when he pretended to be on the bike like Ethan and JJ. Haha!', 'Nobody has noticed that Harry and Ethan’s visors are hats with the top cut out 🤣', 'harry immediately picking up all the smashed glass was surprisingly wholesome', 'Ksi too annoying', ""I can tell JJ did not eat enough before hand, rookie move. And Vik, well, he couldn't avoid it... light weight"", 'JJ: At least we finished\n*2 minutes later*\nHarry: So we may have lost KSI…', 'JJ is such a chaotic drunk omg😂😭😭😭😭']"
O5DaEUolvRs,"['Where did Josh team sing a teams chant?', '16:20\nMe: Vik watch the sheep, watch the sheep, watch the SHEEP!!\nVik: casually drives right past them..', 'the fact they were only 5 minutes apart is mad!', 'The fact they got a private jet and it was still more or less neck and neck', 'this video deserves at least 30 mil', 'Vik just driving his Aston Martin like it’s top gear 😂', 'it makes me happy when ethan’s so cocky & up himself about something like winning & then he loses🤣', 'Should have done Nottingham forest stadium 😂', 'Ethan: “josh is five steps behind me” \nJosh: ✈️', ""Simon 'get out the way' Minter. Yikes...""]"
BJInVqBWH-o,"['Simon tho he got form in his shot', 'They should’ve done a actual match😂', ""8:02 this can be a seen from harry's biopic"", 'Why does Vikk play basketball like my grandma', 'harry took the last team PUNISHMENT(bucket of water one) as well', 'The name written behind Vik has it own history', 'Being American and watching their shooting form is WILDDD', 'what is the song playing when josh makes his shots??', '8:11 that was and is a good spin', 'Feel bad for Harry']"
epbpv9pIkLA,"['where is chili klaus Reaper uppercut', 'I know that we are laughing about the others but we have to give respect to tobi bro was the most calm', 'Dinosaurs could meow💀😭😭😭I sometimes forget how funny Ethan is.', 'dude viks reactions are hilarious and the editing too i canttt 😭', 'rewatching this gem', 'Why is Josh eating chicken so gross', 'We need part 2 😂', 'I’ve done this the only bad one is da bomb these others are handlable', 'can we get a PT 2 to this', 'Bro jj used to be so fat wft']"
lw68FF0GEX8,"['“He had a Week to prepare this and we’re looking at PAINT” - Simon 🤣🤣🤣🤣🤣', 'Love the fact Harry got the entire format wrong lol', 'We need a jeopardy in real life 🧬 sidemen edition (2)', 'Harry says sen something frogs. Me :🎉🎉🎉🎉🎉🎉YASSSS I GOT IT RIGHT🎉🎉🎉🎉🎉🎉🎉🎉🎉', 'I\'m sorry we can\'t just skip past Ethan saying ""I\'ve seen videos of women taking horse meat"" 🤣🤣🤣', 'I’m that late JJ’s forehead is the new GTA 6 map', ""lmao Simon didn't answer more than half the questions asked but laughs at KSI for saying Japan having the most tornados when that's not too far off"", 'Josh And tobi did well, they were up against a literal musician and his friend that went to private school and vikkstar human Google search.. and behz!', 'Harry’s my favorite host 😭😂🤣😭😂😂', 'I knew the tornado one, no idea why LOL']"
yL36CxVzVNI,"['Omg the colour of that turquoise Lambo is so pretty', 'Tobi finally got his revenge on the new sidemen video!😈', ""These guys know each other too well man. Even though we knew, how Ethan was gonna act. it doesn't sit well with me, how he acted. Harry and Vik were so sad during that whole thing, and ethan instead of being like, ah I'm grateful, but instead as predicted, just keeps gloating and gloating."", 'Are we not gonna talk about why tf Harry was balancing his laptop on a sauce pan? 😂😂', '19:30', 'Vik moaning that he needs a break because he plays a video game all day...', 'forgot three of the guys went on a vacation during covid and no one cared', 'Simon is a clever man', ""whys harry's laptop sitting on a pot? 🤣🤣 33:05"", 'that lil bendy chick nicee🤤']"
N-v6Ui1Jtrs,"['Simon was feeling bad , seeing JJ reaction on others gift .', 'josh a real one', '“Your tryna be rapper” is golden 🤣🤣🤣🤣', '29:13', 'your dad', 'Get the badge in', 'KSI should Not Existinthis World He should leave the sidemen\nHe is a Cl***ed', 'Video is exactly 1 hour long', 'Do this again but KSI buying for Harry', 'Jj in this entire video is the very definition of karma']"
Qd-JUPihzVc,"['Just saw multiple cases of ice pop prime and pink prime at my local Walmart', 'did they even add any seasoning to the meat', 'THERES A NUGGET IN THE TENT😂😂', 'lol these guys', 'tobi was so sad', 'HAHAHAH PROBS ONE OF THE MOST FUNNIEST VIDS IN A WHILE LMFAO', '43:16 one of the best moments of the sidemen 😂😂😂', 'KSI started it', 'nah the way he stabbed the tent... not the first stab u know', '2 mins in and a advert lol']"
ei1ho-tBX44,"['28:07', 'Idk y bald dude says Simons mom never been there bc neither was dudes hairline', 'The guy with orange hat already predicted ethan being the dad amongst all of them', 'love the orange hat guy', 'Why are they standing behind eachother?', 'orange beanie guy gives the most content in this video, all the other contestens were boring', 'Jeremiah was so on point for the whole video, mans even saw insight to the future that behz would be the first father', ""Suprising Josh was the one who was hospitalized considering Harry's drinking problem"", 'Nigerian guy was spot on with everything! Even predicted Ethan being the first dad😄', '28:09 Bruh CAN THAT GUY PREDICT THE FUTURE??']"
5fVkjhmDfRY,"['Isn’t the slim shady LP older than Marshall mathers LP', 'To cringe Josh had click off', '9:10 vikk a real one for the Kanye line', 'I feel like I’d be good at this', 'Harry answers his question and Simon right away says wrong. Jj answers his and Simon asks him if he’s sure 20 times trying to get him to change it', 'Vikkipedia🔥😂', 'Vik: “I’m gonna win 40k.”\nAlso Vik: **proceeds to win 170k on the first question**', '31:43 vikks laugh from here to some seconds more😂😂', '39:34 AHHHHHHH', ""26:33 Simon's chuckle when trying to announce the correct answer is killing me""]"
RC-yz4HV1Hk,"['Wtf happened to the thumbnails', '29:40 well that ended well', 'Harrys pizza i love nduja so good🎉🎉', 'JJ doesn’t know what animals are.', '29:41 aged pretty well didnt it', ""The story about Ethan's dad in his book made me tear up"", ""Kick a toddler or take a hook off prime Mike Tyson?! I am field goaling that toddler down the street. If Mike Tyson punched me in the head, if he even clips my temple I am dying. If he doesn't clip my temple he's taking my jaw off! I'm surprised that question is even up for debate"", ""Them kanye comments really didn't age well"", 'I’d take the 100 mil and be in the videos with a blurred face', 'Dang crazy how harrys voices goes lower and lower the more we see him']"
hdAbpuYB400,"[""Harry's brother Josh is underrated"", 'When josh said I have a friend it killed me', 'When the ball denied the fact that it’s free trial of living was over and came back 🎉', ""Harry's brother Josh is not even trying in the penalties"", 'why did the sidemen take 13 chances', '5:57 worst goale', 'Is nobody gonna look at the fact that toby said adidas just do it', 'can we talk about how harry gets his dad and brother who barely try as keeper in goals when for the sidemen they got jj which he is usually there keeper for half there soccer videos like', 'Song when tobi scores ?', 'Ayo what Ethan 8:38']"
XEs94uC8Ul0,"['this video is one of the reasons i hate vik', 'LMFAO live chicken 😂😂😂😂😂😂', 'This video deserve 20million + views', 'Vick stay talking tell him to shhhh', 'Vick stay talking tell him to shhhh', ""vik lowkey pissed me off a bit in this vid can't lie"", 'Harry for the win', 'Bro ethan was piiiiiiiised', '0:15 0:39 5:45 11:45 12:00 22:15 27:20', '18:15 Ethan likes males more than females confirmed']"
UY3Px46WFfc,"['Why and how was this TWO years ago already?!!?!? Why??? 😢😭', 'Looking back now lockdown was crazy', 'i come back and watch this vid from time to time and i always hate how vik thinks he is better and smarter than the rest, i would hate to be friends with him', ""I think this is legitimately my favourite video on YouTube. It's so calming and reminds of how simple life was at the time. I watch this every month or two and never get bored"", 'Jj tipping 90quid for a sprite', 'I know this vids old but how tf is no one talking about JJ paying £100 for a sprite wtf😂😂😂', 'The amount of tips JJ gives is insane', 'ksi just casual pays a 100 dollars for a sprite and shake shack', 'CHESSE POT hahahaahah😂😂😂😂', 'Still hilarious']"
r0-PQTFpfIg,"['God I love Phil 😂', 'Babatunda died we need him back!😭', '8:35', 'the belfast built in southhampton the funnyest thing', 'Why does Tobi have an artist that famously painted in his whitey tightys in his head?', ""Optimus Peg. The hero we didn't know we needed. FML"", 'I like babakounde😂😂', 'Phil seems like the type of person to actually be a teacher, he just has that energy lol', 'though jj would say mars for the awnser to wich country has the least rainfall🤣', 'Stephen and Harry houdini is the best']"
cWw3vEN9l_M,"['Did anyone else see the dude run past the milfs window lol', 'Damn KSI really violated ricegum like that 😂😂😂', 'Katie is a goat', 'Bruh this video is sooooo under rated', 'Abby is actually so cringe bro😭', ""there's nothing ksi can do to stop jake paul's reign of terror and when he faces jake, jake will knock him out 2nd round and will go 7-0"", 'Katie Price is an embarrassment to women.', 'Katie to Abbie is like going from Ohio to a normal place', 'The blonde girl after the milf is so pretty', ""idk 'bout y'all but i loved abbi, she a real one lol""]"
ZKUDVKuiGtE,"['JJ IS SIMON  COWELL', 'Oh god 2:42 I just realised', 'looking back at quarantine videos 💃💃💃', 'The diss should be considered a talent he basically rapped and that was as good as some rappers I believe if rapping is considered a talent so should well written diss tracks', '4:09 her opera honestly wasn’t bad', 'I can do the spongebob laugh', '12:21', 'JJ legit was like ‘I’m gonna troll the trolls’', 'Wow🎉', 'This was so bantz 😂😂😂']"
N5nPOX5MNds,"['Lol', 'ngl that imitation  of errha by JJ was really cool', 'i got scared when tobi talked and his face was just still at 28:42', 'This video has become an underrated classic lol', '32:21  Harry’s a menace 😂', '17:28 😂😂 “DERES A EARFQUAKE SUDANLEE” 💀😂', '16:28 😂😂😂', 'We need part 3 man', 'I just went from watching ksi knock out faze temper to him moan “harder daddy”', 'Wakanda papa Wakanda forever']"
1MNQ7y2eOqc,"['13:44 this whole thing wow, Harry is a comedic genius 🤣🤣🤣\U0001f979\U0001f979', 'For the woman with the dog, they should have said ""is your dog looking for a stepdad?""', 'is that millie girl dumb or something, josh already told her his age, tf is she doing asking again?', 'Viks australian joke will forever be goated', '9:12 Ethans laugh when Harry put up that picture made me crease  😂😂😂😂', '16:30', 'The dog 😂😂', '4 🅱️🅱️🐐🐐🐐🐐🐐🐐🐐😁😁😁😁😁😁😁😁😁😢😢😢😢😢😢😢😋🥰😍😝😝😝😝😝🤓😝😝🤓🤓😝😝😝😕😕😕😭😢😢😢😢lllllllllllll\n\n\n\n\n.\n\n          Qqqqqqqqqqq😢😢😢😭😭😭😭😭😭😭😭😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😭😭😭😭😭😭🤩🤩🤩🤩🤩🤩🤩😣😣😣😣😣😣😣😖😖😖😖😖😖😣😢😢😢😣😣😣😣😣😣😣😣😣😣😣😣😢😣😣😣😣😣😣😣😣😣😣😖😖😖😖😖😭😢😢😢😢😢😢😣😣😣😣😣😣😣😣😣😣😣😖🥳🥳🥳😕🥳😟😟😟😟😒😒😒😒😒😒😒😒😒😒🧐🧐🧐🧐🧐🧐🧐🧐😡😡😡😡😡😡😡😡😡😡😡😡😡😡🍋🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥😩😶😩🍈🍈🥝🍈👿🐐🐐🐐😠😠😠😠😠😠😠😎🅰️🅰️🅰️🅰️🅰️🅰️🅰️🅰️💋💋💋💋💋💋😈🅰️🅰️😈🅰️😈🅰️👍😶💋🅰️Qqqqqqqqfrwjhwfeo7#$g#&cg@&Lgjydscduhadfcudavafgvfdcerugwgfeurf6refyufeghercekua_…__ was gfxewgxs& ahytsxwHGsd 1yuweqdqis uyfuyefwfufy decaugferwfwtuwferyug Fryerr25gfaiuerguferfggergfuwterwfturewffson', 'That Australia joke by Vic was elite !', '7:27 muted jj was the best']"
8EbKndcwPG0,"['what is this thumbnail?', 'simon actually killed this', 'Still dont understand how this is 2 years ago🤯', 'That took him 3 hours too oof 41:03', '40:20 lmaooo too accurate 😂', '34:59 woah that looked painful yeesh!', '31:28 coolest one imo', 'Ahh sidemen thumbnails used to be simple 😂', '14:36 that’s actually a rlly good TikTok should go viral', 'Ethan’s arm? 13:49\n\nWait I meant 13:40 oops. Obviously it’s gonna be Ethan’s arm at 13:49 it’s Ethan.😂']"
VqmdDuYl_g0,"['Russia is Asia, but okay', '18:45 lmfaooo Greece is Tiny', 'kind of miss these lockdown type of videos', 'Can we just appreciate how Josh and JJ went from significantly low scores to tied up for the winner', '""im happy to say that russia is part of europe"" -ethan. And vikk gives a point from it. But, russia is not part of europe so big L for them', '12:20 that was the funniest part of the whole video.', '32:37', 'turkey is wrong tho cuz most of turkey is in asia and the part thats in europe is literally too small to have more people there then a country like italy or spain', ""JJ was faking the rock paper scissors but still he didn't won 😂"", 'RIP queen elizabeth']"
N_xGrRni9E4,"['Bro KSI and Simon doing the challenges with each other is the best part of this video tbh', 'These Scottish accents are terrible and it’s sad tbh', 'I love harry for being so ready for everything. Bro committed to that handstand instantly', ""Bro say what u want about Ethan's beatbox but man did a track out of it for real"", 'Vik putting half a cup of double cream in his cocktail is a madness hahahah', 'Simons moonwalk was so clean compared to JJs 😂', '32:13 😂', '59:01 he thinks he have done something 🤣🤣 I’m dying it’s so nice', 'That worm by Vic 😂', '11:58 W2S performing The Dying Fish']"
t2XD6SuQFIE,"['Simon and jj were such brats when they were donkeys late', 'Tobi shark do do do do', 'they should do this again now', '25:05\nWhat ethan gonna do on his daughters birthday’s', '1:14:42 Harry- that’s steam not smoke \nAlso Harry - pffroorrrre😤😤💨💨', '48:15', 'This video always makes me hate some of the sidemen it’s actually so annoying', ""Caption don't match the drapes"", 'please do more eps of this with randolph, callux, cal freezy, and other. honestly just make like 5 team', 'This was a great video but the fact that Behz and Josh keep saying that Vik,simon,jj didnt make the food was so annoying cause they didnt either.']"
E-W4wiTb_m8,"['Watching this almost three years later and still going strong... 😂😂🤣', '1:07 2:16 11:40 13:42 15:17 25:46 26:34 26:42 30:53 30:57 38:23 39:19', 'Nah Walters Bods, last here', 'Last', ""Crazy how it's already been 2 years..."", 'Aye vikks pc push-ups are so underrated', 'Looking back at this now that 2 years has passed, from my experience I was never put in lockdown so the way I see it, it’s my turn to take a break because I’ve had 2 years of in and out of lockdown however my work load increased so where’s my time to slow down and relax', 'Whos here in 2022 ??', 'SUS 14:13', 'Poor Ethan "" 3 weeks minimum ""']"
9Qm5QJYaRoM,"['Looking back at this, embarrassing from these man.', 'the best part is 14:58 to 15:04', 'Glad this is over with. Lockdown was the worst.', ""It's surreal to look back at this and think that we actually stayed inside for basically a year, most of 2020 and the first part of 2021 (in the UK). That actually happened... It's 2022 and time has flown by since then, even lockdown made 2020/2021 the quickest years of my life and I don't even understand how. Covid may not be 'over' but it's like we'll all just collectively said 'f*** it' and put it behind us to move on with our lives. So to remember that we actually did shut ourselves away, it's hard to get my head around."", 'I cant belive this was the sidemen sunday 😂😂', 'Looks like the sidemen added a couple more members', 'This was 2 years ago wtffffff🤯🤯🤯', 'It’s actually funny how little views this video got 😂', '16:26 oh my god, that was incredible XD', 'Ok']"
XzjUPs956ME,"['Signed Youtooz Money Launcher ►► http://sidemen.youtooz.com ◄◄\r\nSidemen x Youtooz drops Friday the 27th at 3pm EST/8pm GMT', '35:57', 'Why did they need to blur the map and censor so many words?', '13:02 this part had me dying💀💀💀', 'seriously ethan fit for nothing. simply saying yes and doing along with jj', 'We need more escape room', 'Feels like on of them 2000s disney spy movies', 'I personally think Josh should of gone to the other group they needed more help😂😂😂😂😂', '13:18 \n\n14:53 \n\n16:06 \n\n27:36', 'Bro these teams were insanely unbalanced']"
EH-XSHh9oio,"['JJ and his constant questions at the beginning killed me 😂😂😂', ""harry's camouflage when vikk was seeking is actually elite"", 'I swear this is a repeat', 'At 22:01 music I was listening to had a beat drop and it looked like vik and Tobi were bobbing along', 'Jj dipped tf out lmao when he was behind vik “whats ur game plan vic ?” “Shoot people” 🏃🏾', 'Jj', ""If the zombie apocalypse starts, I know who I don't want in my group of survivors: Vikk!"", 'I LOVE YOUR CONTENT', 'Josh i tryed to run😅😅', 'This game really got personal😅😅']"
DVLUOpyshLU,"['NDL SEND THEIR REGARDS!!!!', 'Steven tries is gold😂😂😂', 'The NDL sends our regards', 'The last two were absolutely hilarious', 'The two with alcohol was hilarious', 'Jj trying not to break character 😭😭😭', '69', 'The NDL will not be silenced we rule the world.', '1:03:15', 'NDL']"
